partner,currency,stk_flow,sitc06,geo\time	2014 	2012 	2010 
EXT_EU,OTH,IMP,TOTAL,MT	3.2 	5.5 	6.6 
EXT_EU,OTH,IMP,TOTAL,NL	1.9 	2.1 	2.4 
EXT_EU,OTH,IMP,TOTAL,PL	1.8 	1.5 	2 
EXT_EU,OTH,IMP,TOTAL,PT	0.9 	1.3 	1.4 
EXT_EU,OTH,IMP,TOTAL,RO	1.8 	2 	2 
EXT_EU,OTH,IMP,TOTAL,SE	9.2 	8.6 	18.2 
EXT_EU,OTH,IMP,TOTAL,SI	1.5 	2 	2.7 
EXT_EU,OTH,IMP,TOTAL,SK	1.5 	1.4 	2.5 
EXT_EU,OTH,IMP,TOTAL,UK	5.2 	8.2 	4.3 
EXT_EU,TOTAL,EXP,SITC0-4A,AT	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,BE	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,BG	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,CY	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,CZ	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,DE	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,DK	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,EA	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,EE	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,EL	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,ES	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,EU	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,FI	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,FR	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,HR	100 	: 	: 
EXT_EU,TOTAL,EXP,SITC0-4A,HU	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,IE	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,IT	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,LT	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,LU	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,LV	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,MT	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,NL	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,PL	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,PT	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,RO	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,SE	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,SI	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,SK	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC0-4A,UK	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,AT	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,BE	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,BG	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,CY	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,CZ	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,DE	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,DK	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,EA	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,EE	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,EL	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,ES	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,EU	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,FI	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,FR	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,HR	100 	: 	: 
EXT_EU,TOTAL,EXP,SITC33,HU	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,IE	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,IT	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,LT	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,LU	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,LV	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,MT	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,NL	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,PL	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,PT	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,RO	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,SE	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,SI	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,SK	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC33,UK	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,AT	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,BE	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,BG	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,CY	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,CZ	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,DE	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,DK	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,EA	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,EE	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,EL	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,ES	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,EU	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,FI	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,FR	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,HR	100 	: 	: 
EXT_EU,TOTAL,EXP,SITC5-8,HU	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,IE	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,IT	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,LT	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,LU	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,LV	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,MT	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,NL	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,PL	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,PT	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,RO	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,SE	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,SI	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,SK	100 	100 	100 
EXT_EU,TOTAL,EXP,SITC5-8,UK	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,AT	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,BE	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,BG	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,CY	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,CZ	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,DE	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,DK	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,EA	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,EE	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,EL	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,ES	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,EU	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,FI	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,FR	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,HR	100 	: 	: 
EXT_EU,TOTAL,EXP,TOTAL,HU	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,IE	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,IT	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,LT	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,LU	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,LV	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,MT	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,NL	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,PL	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,PT	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,RO	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,SE	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,SI	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,SK	100 	100 	100 
EXT_EU,TOTAL,EXP,TOTAL,UK	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,AT	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,BE	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,BG	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,CY	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,CZ	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,DE	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,DK	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,EA	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,EE	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,EL	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,ES	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,EU	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,FI	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,FR	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,HR	100 	: 	: 
EXT_EU,TOTAL,IMP,SITC0-4A,HU	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,IE	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,IT	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,LT	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,LU	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,LV	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,MT	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,NL	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,PL	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,PT	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,RO	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,SE	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,SI	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,SK	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC0-4A,UK	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,AT	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,BE	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,BG	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,CY	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,CZ	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,DE	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,DK	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,EA	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,EE	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,EL	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,ES	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,EU	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,FI	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,FR	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,HR	100 	: 	: 
EXT_EU,TOTAL,IMP,SITC33,HU	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,IE	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,IT	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,LT	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,LU	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,LV	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,MT	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,NL	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,PL	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,PT	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,RO	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,SE	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,SI	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,SK	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC33,UK	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,AT	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,BE	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,BG	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,CY	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,CZ	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,DE	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,DK	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,EA	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,EE	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,EL	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,ES	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,EU	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,FI	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,FR	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,HR	100 	: 	: 
EXT_EU,TOTAL,IMP,SITC5-8,HU	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,IE	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,IT	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,LT	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,LU	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,LV	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,MT	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,NL	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,PL	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,PT	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,RO	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,SE	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,SI	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,SK	100 	100 	100 
EXT_EU,TOTAL,IMP,SITC5-8,UK	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,AT	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,BE	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,BG	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,CY	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,CZ	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,DE	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,DK	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,EA	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,EE	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,EL	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,ES	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,EU	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,FI	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,FR	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,HR	100 	: 	: 
EXT_EU,TOTAL,IMP,TOTAL,HU	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,IE	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,IT	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,LT	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,LU	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,LV	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,MT	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,NL	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,PL	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,PT	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,RO	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,SE	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,SI	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,SK	100 	100 	100 
EXT_EU,TOTAL,IMP,TOTAL,UK	100 	100 	100 
EXT_EU,USD,EXP,SITC0-4A,AT	27.6 	29.4 	27.4 
EXT_EU,USD,EXP,SITC0-4A,BE	43.8 	12.7 	5.1 
EXT_EU,USD,EXP,SITC0-4A,BG	40.3 	53.4 	45.7 
EXT_EU,USD,EXP,SITC0-4A,CY	20.9 	39.1 	38.4 
EXT_EU,USD,EXP,SITC0-4A,CZ	33.6 	26.4 	29 
EXT_EU,USD,EXP,SITC0-4A,DE	33.2 	34.7 	30.5 
EXT_EU,USD,EXP,SITC0-4A,DK	34.6 	36.3 	31.4 
EXT_EU,USD,EXP,SITC0-4A,EA	33.8 	30.2 	29.3 
EXT_EU,USD,EXP,SITC0-4A,EE	17.9 	22.7 	20.3 
EXT_EU,USD,EXP,SITC0-4A,EL	39 	40.3 	40.5 
EXT_EU,USD,EXP,SITC0-4A,ES	35.9 	34.3 	22.3 
EXT_EU,USD,EXP,SITC0-4A,EU	32.9 	29.8 	28.9 
EXT_EU,USD,EXP,SITC0-4A,FI	49.7 	41.4 	38.6 
EXT_EU,USD,EXP,SITC0-4A,FR	30.6 	31.9 	35.3 
EXT_EU,USD,EXP,SITC0-4A,HR	13.8 	: 	: 
EXT_EU,USD,EXP,SITC0-4A,HU	33.5 	19 	21.7 
EXT_EU,USD,EXP,SITC0-4A,IE	46.5 	50.2 	48.7 
EXT_EU,USD,EXP,SITC0-4A,IT	22.3 	22.2 	24.3 
EXT_EU,USD,EXP,SITC0-4A,LT	14.7 	12 	15.5 
EXT_EU,USD,EXP,SITC0-4A,LU	0.8 	3.3 	4.1 
EXT_EU,USD,EXP,SITC0-4A,LV	22.5 	24.2 	21.5 
EXT_EU,USD,EXP,SITC0-4A,MT	41.5 	42.3 	42.4 
EXT_EU,USD,EXP,SITC0-4A,NL	39.2 	41 	42.5 
EXT_EU,USD,EXP,SITC0-4A,PL	0 	0 	0.2 
EXT_EU,USD,EXP,SITC0-4A,PT	24.7 	25.3 	19.8 
EXT_EU,USD,EXP,SITC0-4A,RO	53.7 	55.6 	61.7 
EXT_EU,USD,EXP,SITC0-4A,SE	47 	41.2 	16.9 
EXT_EU,USD,EXP,SITC0-4A,SI	11.2 	7.1 	7 
EXT_EU,USD,EXP,SITC0-4A,SK	4.9 	3.2 	3.4 
EXT_EU,USD,EXP,SITC0-4A,UK	31.1 	28 	33 
EXT_EU,USD,EXP,SITC33,AT	29.1 	33 	5.8 
EXT_EU,USD,EXP,SITC33,BE	81.5 	82 	77.5 
EXT_EU,USD,EXP,SITC33,BG	99.2 	97.9 	96.8 
EXT_EU,USD,EXP,SITC33,CY	53.9 	43.9 	26.8 
EXT_EU,USD,EXP,SITC33,CZ	33 	17.1 	26.6 
EXT_EU,USD,EXP,SITC33,DE	23.7 	36.9 	48 
EXT_EU,USD,EXP,SITC33,DK	93.2 	94.8 	89.7 
EXT_EU,USD,EXP,SITC33,EA	65.7 	62.5 	72.5 
EXT_EU,USD,EXP,SITC33,EE	89.9 	89.8 	96.1 
EXT_EU,USD,EXP,SITC33,EL	92.9 	85 	87.2 
EXT_EU,USD,EXP,SITC33,ES	82.7 	86.1 	69.4 
EXT_EU,USD,EXP,SITC33,EU	63.3 	59.2 	66 
EXT_EU,USD,EXP,SITC33,FI	89 	74.9 	89.9 
EXT_EU,USD,EXP,SITC33,FR	90.6 	66.3 	92.5 
EXT_EU,USD,EXP,SITC33,HR	16.8 	: 	: 
EXT_EU,USD,EXP,SITC33,HU	30.4 	43.4 	38.9 
EXT_EU,USD,EXP,SITC33,IE	100 	100 	99.8 
EXT_EU,USD,EXP,SITC33,IT	93.8 	77.8 	83.4 
EXT_EU,USD,EXP,SITC33,LT	97.5 	95.8 	98.9 
EXT_EU,USD,EXP,SITC33,LU	15.2 	4.9 	1.9 
EXT_EU,USD,EXP,SITC33,LV	43.2 	92.7 	85.3 
EXT_EU,USD,EXP,SITC33,MT	93.3 	100 	58.3 
EXT_EU,USD,EXP,SITC33,NL	24.3 	27.8 	41.3 
EXT_EU,USD,EXP,SITC33,PL	0 	0 	0.2 
EXT_EU,USD,EXP,SITC33,PT	72.2 	72.3 	62.5 
EXT_EU,USD,EXP,SITC33,RO	98 	98.6 	98.5 
EXT_EU,USD,EXP,SITC33,SE	86.1 	57.6 	17.9 
EXT_EU,USD,EXP,SITC33,SI	2.5 	22.9 	31 
EXT_EU,USD,EXP,SITC33,SK	70.4 	51.6 	56.2 
EXT_EU,USD,EXP,SITC33,UK	21.8 	22.3 	27.6 
EXT_EU,USD,EXP,SITC5-8,AT	19.8 	18 	18 
EXT_EU,USD,EXP,SITC5-8,BE	40.7 	36.9 	38 
EXT_EU,USD,EXP,SITC5-8,BG	40.3 	41.7 	39.8 
EXT_EU,USD,EXP,SITC5-8,CY	33.2 	44.7 	36.6 
EXT_EU,USD,EXP,SITC5-8,CZ	34.3 	33.9 	34.5 
EXT_EU,USD,EXP,SITC5-8,DE	26 	25.3 	25.3 
EXT_EU,USD,EXP,SITC5-8,DK	31.2 	30.8 	27.7 
EXT_EU,USD,EXP,SITC5-8,EA	29.6 	29.1 	30 
EXT_EU,USD,EXP,SITC5-8,EE	18.1 	20.6 	28.9 
EXT_EU,USD,EXP,SITC5-8,EL	30.3 	29.2 	28.7 
EXT_EU,USD,EXP,SITC5-8,ES	22.6 	23.8 	21.3 
EXT_EU,USD,EXP,SITC5-8,EU	29.6 	29.2 	29 
EXT_EU,USD,EXP,SITC5-8,FI	25.6 	23.3 	43.5 
EXT_EU,USD,EXP,SITC5-8,FR	38.3 	38 	38.4 
EXT_EU,USD,EXP,SITC5-8,HR	11.7 	: 	: 
EXT_EU,USD,EXP,SITC5-8,HU	30.3 	39.6 	42.5 
EXT_EU,USD,EXP,SITC5-8,IE	66.9 	67.8 	73.6 
EXT_EU,USD,EXP,SITC5-8,IT	20.2 	20.7 	20.3 
EXT_EU,USD,EXP,SITC5-8,LT	16.9 	15.4 	14 
EXT_EU,USD,EXP,SITC5-8,LU	26.6 	21.1 	24.6 
EXT_EU,USD,EXP,SITC5-8,LV	19.3 	17 	15.9 
EXT_EU,USD,EXP,SITC5-8,MT	66.9 	71.6 	74.8 
EXT_EU,USD,EXP,SITC5-8,NL	38.6 	40.2 	37 
EXT_EU,USD,EXP,SITC5-8,PL	0 	0 	0.1 
EXT_EU,USD,EXP,SITC5-8,PT	22 	24.3 	23.1 
EXT_EU,USD,EXP,SITC5-8,RO	22 	24.8 	27.2 
EXT_EU,USD,EXP,SITC5-8,SE	30.8 	24.2 	10.9 
EXT_EU,USD,EXP,SITC5-8,SI	11.4 	8.8 	9.1 
EXT_EU,USD,EXP,SITC5-8,SK	9.8 	9.2 	16.9 
EXT_EU,USD,EXP,SITC5-8,UK	36.3 	35.8 	31.7 
EXT_EU,USD,EXP,TOTAL,AT	20.7 	19.1 	18.6 
EXT_EU,USD,EXP,TOTAL,BE	47.3 	36.7 	38.3 
EXT_EU,USD,EXP,TOTAL,BG	54.7 	60.6 	54.5 
EXT_EU,USD,EXP,TOTAL,CY	32.3 	41.6 	35.8 
EXT_EU,USD,EXP,TOTAL,CZ	34.3 	33.5 	34.2 
EXT_EU,USD,EXP,TOTAL,DE	26.1 	25.6 	25.5 
EXT_EU,USD,EXP,TOTAL,DK	33.2 	33.7 	29.6 
EXT_EU,USD,EXP,TOTAL,EA	32 	31.3 	32.5 
EXT_EU,USD,EXP,TOTAL,EE	27.6 	35.7 	45.1 
EXT_EU,USD,EXP,TOTAL,EL	66.7 	62.4 	54.7 
EXT_EU,USD,EXP,TOTAL,ES	32.9 	35.3 	28.6 
EXT_EU,USD,EXP,TOTAL,EU	32 	31.1 	31.2 
EXT_EU,USD,EXP,TOTAL,FI	33.2 	29.1 	44.9 
EXT_EU,USD,EXP,TOTAL,FR	38.7 	38.5 	40 
EXT_EU,USD,EXP,TOTAL,HR	12.9 	: 	: 
EXT_EU,USD,EXP,TOTAL,HU	30.7 	37.2 	40.6 
EXT_EU,USD,EXP,TOTAL,IE	65.8 	66.9 	73.7 
EXT_EU,USD,EXP,TOTAL,IT	23.9 	24.3 	24 
EXT_EU,USD,EXP,TOTAL,LT	27.8 	24.1 	30.7 
EXT_EU,USD,EXP,TOTAL,LU	29.9 	23.1 	24.2 
EXT_EU,USD,EXP,TOTAL,LV	20.8 	23.1 	19 
EXT_EU,USD,EXP,TOTAL,MT	62.6 	78.1 	66.9 
EXT_EU,USD,EXP,TOTAL,NL	36 	37.6 	38.3 
EXT_EU,USD,EXP,TOTAL,PL	0 	0 	0.1 
EXT_EU,USD,EXP,TOTAL,PT	28.9 	31.9 	28.5 
EXT_EU,USD,EXP,TOTAL,RO	39.3 	40.6 	41.4 
EXT_EU,USD,EXP,TOTAL,SE	35 	27.7 	11.8 
EXT_EU,USD,EXP,TOTAL,SI	11.3 	9 	9.5 
EXT_EU,USD,EXP,TOTAL,SK	9.8 	9.2 	16.6 
EXT_EU,USD,EXP,TOTAL,UK	35.9 	33.8 	31.4 
EXT_EU,USD,IMP,SITC0-4A,AT	24.9 	17.6 	22 
EXT_EU,USD,IMP,SITC0-4A,BE	44.5 	42.6 	31.8 
EXT_EU,USD,IMP,SITC0-4A,BG	82.1 	48.3 	82.4 
EXT_EU,USD,IMP,SITC0-4A,CY	55.5 	59.4 	62.5 
EXT_EU,USD,IMP,SITC0-4A,CZ	35.5 	73.2 	68.8 
EXT_EU,USD,IMP,SITC0-4A,DE	35.3 	32.3 	34.5 
EXT_EU,USD,IMP,SITC0-4A,DK	37.8 	41.7 	39.6 
EXT_EU,USD,IMP,SITC0-4A,EA	45.6 	45.4 	41.9 
EXT_EU,USD,IMP,SITC0-4A,EE	17.7 	21.2 	17.9 
EXT_EU,USD,IMP,SITC0-4A,EL	71.2 	75.4 	67 
EXT_EU,USD,IMP,SITC0-4A,ES	59.8 	59.5 	57.5 
EXT_EU,USD,IMP,SITC0-4A,EU	46.3 	46.9 	44 
EXT_EU,USD,IMP,SITC0-4A,FI	53.9 	54 	31.7 
EXT_EU,USD,IMP,SITC0-4A,FR	46.5 	47.3 	40.2 
